Season,Gender,WTeamID,LTeamID,SeedA,SeedB,SeedDiff,W_WinLoss,W_PPG,W_PtsAllowed,W_Margin,L_WinLoss,L_PPG,L_PtsAllowed,L_Margin,Diff_WinLoss,Diff_Margin,Diff_PPG,Diff_PtsAllowed
2015,M,1214,1264,16,16,0,0.48484848484848486,67.15151515151516,68.0,-0.8484848484848442,0.59375,69.875,67.5,2.375,-0.10890151515151514,-3.223484848484844,-2.723484848484844,0.5
2015,M,1279,1140,11,11,0,0.625,72.625,67.5,5.125,0.71875,81.84375,72.9375,8.90625,-0.09375,-3.78125,-9.21875,-5.4375
2015,M,1173,1129,11,11,0,0.7575757575757576,68.21212121212122,60.90909090909091,7.303030303030312,0.7419354838709677,69.87096774193549,60.935483870967744,8.935483870967744,0.01564027370478982,-1.6324535679374321,-1.6588465298142694,-0.026392961876837262
2015,M,1352,1316,16,16,0,0.5757575757575758,69.0,67.72727272727273,1.2727272727272663,0.6451612903225806,73.93548387096774,68.51612903225806,5.41935483870968,-0.06940371456500483,-4.146627565982413,-4.935483870967744,-0.7888563049853303
2015,M,1112,1411,2,15,13,0.9117647058823529,76.44117647058823,58.61764705882353,17.823529411764703,0.6470588235294118,68.17647058823529,67.44117647058823,0.735294117647058,0.2647058823529411,17.088235294117645,8.264705882352942,-8.823529411764703
2015,M,1116,1459,5,12,7,0.7647058823529411,78.02941176470588,70.1470588235294,7.882352941176478,0.8125,65.875,60.0625,5.8125,-0.047794117647058876,2.069852941176478,12.154411764705884,10.084558823529406
2015,M,1139,1400,6,11,5,0.6875,69.5625,61.1875,8.375,0.6060606060606061,67.93939393939394,60.39393939393939,7.545454545454547,0.08143939393939392,0.8295454545454533,1.6231060606060623,0.7935606060606091
2015,M,1153,1345,8,9,1,0.6875,62.375,55.28125,7.09375,0.6363636363636364,70.0,64.51515151515152,5.484848484848484,0.051136363636363646,1.6089015151515156,-7.625,-9.233901515151516
2015,M,1207,1186,4,13,9,0.6774193548387096,70.70967741935483,64.64516129032258,6.064516129032256,0.7419354838709677,79.35483870967742,74.25806451612904,5.096774193548384,-0.06451612903225812,0.9677419354838719,-8.64516129032259,-9.612903225806463
2015,M,1209,1124,14,3,-11,0.71875,70.625,62.4375,8.1875,0.71875,69.125,60.3125,8.8125,0.0,-0.625,1.5,2.125
2015,M,1246,1214,1,16,15,1.0,74.91176470588235,53.970588235294116,20.941176470588232,0.48484848484848486,67.15151515151516,68.0,-0.8484848484848442,0.5151515151515151,21.789661319073076,7.760249554367192,-14.029411764705884
2015,M,1301,1261,8,9,1,0.6060606060606061,70.39393939393939,65.42424242424242,4.969696969696969,0.6875,73.6875,67.71875,5.96875,-0.08143939393939392,-0.9990530303030312,-3.293560606060609,-2.294507575757578
2015,M,1314,1217,4,13,9,0.6857142857142857,77.91428571428571,68.4,9.514285714285705,0.7407407407407407,63.111111111111114,58.148148148148145,4.962962962962969,-0.05502645502645498,4.551322751322736,14.803174603174597,10.25185185185186
2015,M,1323,1318,3,14,11,0.8529411764705882,78.82352941176471,65.6470588235294,13.176470588235304,0.6764705882352942,68.58823529411765,65.0,3.588235294117652,0.17647058823529405,9.588235294117652,10.235294117647058,0.6470588235294059
2015,M,1326,1433,10,7,-3,0.696969696969697,75.81818181818181,62.39393939393939,13.424242424242422,0.7428571428571429,72.48571428571428,65.51428571428572,6.971428571428561,-0.045887445887445866,6.452813852813861,3.3324675324675326,-3.1203463203463286
2015,M,1412,1235,14,3,-11,0.5454545454545454,68.0909090909091,67.27272727272727,0.8181818181818272,0.7575757575757576,78.36363636363636,69.27272727272727,9.090909090909093,-0.21212121212121215,-8.272727272727266,-10.272727272727266,-2.0
2015,M,1417,1374,11,6,-5,0.6060606060606061,72.0,68.03030303030303,3.969696969696969,0.8125,69.40625,59.71875,9.6875,-0.20643939393939392,-5.717803030303031,2.59375,8.311553030303031
2015,M,1428,1372,5,12,7,0.7419354838709677,71.6774193548387,57.193548387096776,14.483870967741929,0.8666666666666667,78.96666666666667,65.5,13.466666666666669,-0.12473118279569895,1.0172043010752603,-7.289247311827964,-8.306451612903224
2015,M,1437,1248,1,16,15,0.9411764705882353,76.26470588235294,60.88235294117647,15.382352941176471,0.6129032258064516,73.64516129032258,72.58064516129032,1.0645161290322562,0.32827324478178366,14.317836812144215,2.6195445920303655,-11.69829222011385
2015,M,1462,1279,6,11,5,0.6176470588235294,73.55882352941177,67.6470588235294,5.911764705882362,0.625,72.625,67.5,5.125,-0.007352941176470562,0.7867647058823621,0.933823529411768,0.1470588235294059
2015,M,1173,1344,11,6,-5,0.7575757575757576,68.21212121212122,60.90909090909091,7.303030303030312,0.6666666666666666,70.21212121212122,65.48484848484848,4.727272727272734,0.09090909090909094,2.575757575757578,-2.0,-4.575757575757578
2015,M,1181,1352,1,16,15,0.8787878787878788,80.60606060606061,65.57575757575758,15.030303030303031,0.5757575757575758,69.0,67.72727272727273,1.2727272727272663,0.303030303030303,13.757575757575765,11.606060606060609,-2.151515151515156
2015,M,1211,1295,2,15,13,0.9393939393939394,78.21212121212122,61.09090909090909,17.121212121212125,0.7,63.93333333333333,61.63333333333333,2.299999999999997,0.2393939393939395,14.821212121212127,14.278787878787888,-0.5424242424242394
2015,M,1234,1172,7,10,3,0.65625,69.40625,61.875,7.53125,0.7666666666666667,79.16666666666667,69.06666666666666,10.100000000000009,-0.11041666666666672,-2.5687500000000085,-9.760416666666671,-7.191666666666663
2015,M,1242,1308,2,15,13,0.7647058823529411,71.20588235294117,64.67647058823529,6.529411764705884,0.6774193548387096,67.96774193548387,59.74193548387097,8.225806451612904,0.0872865275142315,-1.6963946869070199,3.238140417457302,4.934535104364322
2015,M,1257,1414,4,13,9,0.75,69.21875,59.53125,9.6875,0.6129032258064516,66.80645161290323,63.45161290322581,3.3548387096774235,0.13709677419354838,6.3326612903225765,2.4122983870967687,-3.920362903225808
2015,M,1268,1434,4,13,9,0.8181818181818182,69.48484848484848,63.24242424242424,6.242424242424242,0.8333333333333334,68.4,59.733333333333334,8.666666666666671,-0.015151515151515138,-2.424242424242429,1.0848484848484787,3.509090909090908
2015,M,1277,1208,7,10,3,0.6764705882352942,71.88235294117646,63.411764705882355,8.470588235294109,0.65625,68.34375,64.1875,4.15625,0.020220588235294157,4.314338235294109,3.538602941176464,-0.775735294117645
2015,M,1320,1461,5,12,7,0.9090909090909091,65.36363636363636,54.303030303030305,11.060606060606055,0.71875,61.4375,56.9375,4.5,0.19034090909090906,6.560606060606055,3.9261363636363598,-2.6344696969696955
2015,M,1328,1107,3,14,11,0.6875,71.9375,62.75,9.1875,0.75,65.5,60.21875,5.28125,-0.0625,3.90625,6.4375,2.53125
2015,M,1332,1329,8,9,1,0.7272727272727273,75.0,70.96969696969697,4.030303030303031,0.5666666666666667,66.53333333333333,62.9,3.633333333333333,0.16060606060606064,0.3969696969696983,8.466666666666669,8.06969696969697
2015,M,1361,1385,8,9,1,0.7575757575757576,61.484848484848484,53.24242424242424,8.242424242424242,0.6451612903225806,70.48387096774194,67.19354838709677,3.2903225806451672,0.11241446725317694,4.952101661779075,-8.999022482893452,-13.951124144672526
2015,M,1438,1125,2,15,13,0.90625,65.34375,50.75,14.59375,0.6774193548387096,73.7741935483871,70.16129032258064,3.6129032258064626,0.22883064516129037,10.980846774193537,-8.430443548387103,-19.41129032258064
2015,M,1452,1138,5,12,7,0.71875,73.9375,66.84375,7.09375,0.71875,75.0,68.28125,6.71875,0.0,0.375,-1.0625,-1.4375
2015,M,1455,1231,7,10,3,0.8709677419354839,68.58064516129032,55.774193548387096,12.806451612903224,0.6060606060606061,77.48484848484848,71.42424242424242,6.060606060606062,0.2649071358748778,6.745845552297162,-8.904203323558164,-15.650048875855326
2015,M,1458,1157,1,16,15,0.9117647058823529,71.88235294117646,56.11764705882353,15.764705882352935,0.6896551724137931,70.48275862068965,64.65517241379311,5.827586206896541,0.22210953346855977,9.937119675456394,1.3995943204868126,-8.537525354969581
2015,M,1112,1326,2,10,8,0.9117647058823529,76.44117647058823,58.61764705882353,17.823529411764703,0.696969696969697,75.81818181818181,62.39393939393939,13.424242424242422,0.2147950089126559,4.399286987522281,0.6229946524064189,-3.776292335115862
2015,M,1246,1153,1,8,7,1.0,74.91176470588235,53.970588235294116,20.941176470588232,0.6875,62.375,55.28125,7.09375,0.3125,13.847426470588232,12.536764705882348,-1.310661764705884
2015,M,1301,1437,8,1,-7,0.6060606060606061,70.39393939393939,65.42424242424242,4.969696969696969,0.9411764705882353,76.26470588235294,60.88235294117647,15.382352941176471,-0.3351158645276292,-10.412655971479502,-5.870766488413551,4.541889483065951
2015,M,1314,1116,4,5,1,0.6857142857142857,77.91428571428571,68.4,9.514285714285705,0.7647058823529411,78.02941176470588,70.1470588235294,7.882352941176478,-0.0789915966386554,1.6319327731092272,-0.11512605042017299,-1.7470588235294002
