Season,Gender,TeamA,TeamB,SeedDiff,WinLossDiff,MarginDiff,PPGDiff,PtsAllowedDiff,Winner
2015,M,1214,1264,0,-0.10890151515151514,-3.223484848484844,-2.723484848484844,0.5,1
2015,M,1279,1140,0,-0.09375,-3.78125,-9.21875,-5.4375,1
2015,M,1173,1129,0,0.01564027370478982,-1.6324535679374321,-1.6588465298142694,-0.026392961876837262,1
2015,M,1352,1316,0,-0.06940371456500483,-4.146627565982413,-4.935483870967744,-0.7888563049853303,1
2015,M,1112,1411,13,0.2647058823529411,17.088235294117645,8.264705882352942,-8.823529411764703,1
2015,M,1116,1459,7,-0.047794117647058876,2.069852941176478,12.154411764705884,10.084558823529406,1
2015,M,1139,1400,5,0.08143939393939392,0.8295454545454533,1.6231060606060623,0.7935606060606091,1
2015,M,1153,1345,1,0.051136363636363646,1.6089015151515156,-7.625,-9.233901515151516,1
2015,M,1207,1186,9,-0.06451612903225812,0.9677419354838719,-8.64516129032259,-9.612903225806463,1
2015,M,1209,1124,-11,0.0,-0.625,1.5,2.125,1
2015,M,1246,1214,15,0.5151515151515151,21.789661319073076,7.760249554367192,-14.029411764705884,1
2015,M,1301,1261,1,-0.08143939393939392,-0.9990530303030312,-3.293560606060609,-2.294507575757578,1
2015,M,1314,1217,9,-0.05502645502645498,4.551322751322736,14.803174603174597,10.25185185185186,1
2015,M,1323,1318,11,0.17647058823529405,9.588235294117652,10.235294117647058,0.6470588235294059,1
2015,M,1326,1433,-3,-0.045887445887445866,6.452813852813861,3.3324675324675326,-3.1203463203463286,1
2015,M,1412,1235,-11,-0.21212121212121215,-8.272727272727266,-10.272727272727266,-2.0,1
2015,M,1417,1374,-5,-0.20643939393939392,-5.717803030303031,2.59375,8.311553030303031,1
2015,M,1428,1372,7,-0.12473118279569895,1.0172043010752603,-7.289247311827964,-8.306451612903224,1
2015,M,1437,1248,15,0.32827324478178366,14.317836812144215,2.6195445920303655,-11.69829222011385,1
2015,M,1462,1279,5,-0.007352941176470562,0.7867647058823621,0.933823529411768,0.1470588235294059,1
2015,M,1173,1344,-5,0.09090909090909094,2.575757575757578,-2.0,-4.575757575757578,1
2015,M,1181,1352,15,0.303030303030303,13.757575757575765,11.606060606060609,-2.151515151515156,1
2015,M,1211,1295,13,0.2393939393939395,14.821212121212127,14.278787878787888,-0.5424242424242394,1
2015,M,1234,1172,3,-0.11041666666666672,-2.5687500000000085,-9.760416666666671,-7.191666666666663,1
2015,M,1242,1308,13,0.0872865275142315,-1.6963946869070199,3.238140417457302,4.934535104364322,1
2015,M,1257,1414,9,0.13709677419354838,6.3326612903225765,2.4122983870967687,-3.920362903225808,1
2015,M,1268,1434,9,-0.015151515151515138,-2.424242424242429,1.0848484848484787,3.509090909090908,1
